Code,ArabicDescription,EnglishDescription,UOM,Price,Section
204010403,عمل وصلة اصلاح لكابل مجدول قائم أي مقاس,"Making of repairing Joint for an existing LV quadruplex cable, any size,excluding re-sagging works",EA,242.0,الوصلات والنهايات
204010404,عمل وصلة اصلاح لكابل أرضي مع مجدول قائم أي مقاس,"Making of repairing Joint for an existing LV U/G cable with quadruplex cable, any size",EA,363.0,الوصلات والنهايات
204010405,أستبدال مربط رأس فازة واحدة لكابل مجدول قائم أي مقاس,"Replacement of a terminal lug ( one phase ) for an existing LV quadruplex cable, any size Including disconnection / reconnection works",EA,102.0,أعمال الكابلات
204020101,تركيب وشد د.مفردة (أربع موصلات) ج.متوسط <=170مم2,"Installation and stringing of MV single circuit ( 4-conductors), up to and including 170 mm2.",M,10.0,أعمال الكابلات
204020102,تركيب وشد د.مزدوجة (سبع  موصلات) ج.متوسط <=170مم2,"Installation and stringing of MV double circuit ( 7-conductors), up to and including 170mm2.",M,13.0,أعمال الكابلات
204020201,استبدال وشد د.مفردة (أربع موصلات)ج.متوسط أي مقاس,"Replacement and stringing of MV single circuit ( 4-conductors), any size including replacement of related accessories ( i.e . top tie, lugs  with the required torque, clamp, jumper",M,13.0,أعمال الكابلات
204020202,استبدال وشد د.مزدوجة (سبع  موصلات) ج.متوسط أي مقاس,"Replacement and stringing of MV double circuit ( 7-conductors), any size.  including replacement of related accessories ( i.e . top tie, lugs with the required torque, clamp, jumper",M,15.0,أعمال الكابلات
204020203,استبدال موصل الطور الواحد ج.متوسط أي مقاس,"Replacement of 1-Φ MV conductor, any size",M,8.0,أعمال الكابلات
204020204,استبدال/تركيب وصلة عبور او مربط راس للطور الواحد ج.متوسط,Replacement / installation of  MV jumper or conductor lug per phase  including installation of conductor and sleeves,EA,130.0,الصيانة
204020205,استبدال او إعادة تثبيت الرباط أو قضيب الدعم لعازل أو استبدال جلبة إصلاح لوصلة عبور أو المربط او إعادة تثبيت عازل ج.متوسط,"Replacement or refixing of MV insulator top tie, armor rod or replacement of jumper sleeve, clamp or refixing of insulator",EA,134.0,الصيانة
204020301,إزالة موصلات د.مفردة ج.متوسط أي مقاس,"Removal of MVconductors, single circuit, ( 3 or 4 conductors ) any size.",M,7.0,أعمال الكابلات
204020302,إزالة موصلات د.مزدوجة ج.متوسط أي مقاس,"Removal of MV conductors, double circuit, ( 6 or 7 conductors ) any size.",M,9.0,أعمال الكابلات
204020401,تركيب وشد موصل مفرد ج.متوسط/موصل الارضي لشبكة قائمة أي مقاس,Installation and stringing of single MV conductor / earthing conductor of an existing network any size,M,6.0,أعمال الكابلات
204020402,إعادة شد موصل مرتخي ج.متوسط/حيادي لخط هوائي,"Re-sagging of single sagged  MV conductor / neutral of an existing overhead line, any size with tightning of insulators for each span",EA,201.0,أعمال الكابلات
204020403,تركيب غلاف عازل لموصل هوائي مفرد ج.المتوسط,Installation of MV insulation cover for single OH conductor any size,M,77.0,أعمال الكابلات
204020404,تركيب وصلة وسطية لإصلاح موصل مفرد ج.متوسط,"Repairing of MV existing single conductor by fitting of mid-span  joint, including unbinding and installing of conductor piece / repair sleeve, re-binding  and stringing of one  broken or damaged conductor of any size",EA,333.0,الوصلات والنهايات
204020405,فصل أو توصيل وصلات عبور لموصلات شبكة قائمة أي مقاس,Disconnection or re-connection of jumpers for existing network conductors any size,ST,134.0,أعمال الكابلات
205010101,تركيب محول ثلاثي الأطوار<= 100 ك.ف.أ على عمود,"Installation of 3-Φ OH transformer up to and including 100 kva, one pole mounted type, complete  with MV fuse cutout , set of lightning arresters, LV distribution panel with outgoing circuits up to network connection points and installation of protection pipes mounting fittings and all necessary connections and jumpers as per company standards and requirements excluding supplying of protection pipes",EA,1511.0,أعمال المعدات
205010102,تركيب محول ثلاثي الأطوار>100<=500 ك.ف.أ على عمودين,"Installation of 3-Φ OH transformer above 100 kva and up to and including 500 kva platform-mounted ( H-frame ) type ,complete with MV fuse cutout, set of lightning arresters, LV. distribution panel with outgoing circuits up to network connection points and installation of protection pipes mounting fittings and all necessary connections and  jumpers as per company standards and requirements excluding supplying of protection pipes",EA,1886.0,أعمال المعدات
205010201,تركيب منظم جهد آحادي الطور,"Installation of 1-Φ voltage regulator, including control panel and making related connections",EA,937.0,عام
205010202,تركيب مجزئ خط أو معيد الوصل او مفتاح فصل على الحمل ذكي,"Installation of 3-Φ MV sectionalizer / autorecloser /Smart Gang-operated disconnector switch (load break switch (LBS )) including accessories and control panel and making necessary connections and integrate with control center , Implementation of the protection setting (including installation and connection of communication and control works ) and performing pre-commissioning tests",EA,1800.0,عام
205010203,تركيب خلايا مكثفات ج.متوسط ثلاثية الأطوار,"Installation of 3-Φ MV capacitor bank, including all accessories ( i.e. MV fuse, lightning arresters and related connections )",ST,941.0,أعمال المعدات
205010204,تركيب مفتاح فصل الخط بدون حمل او فاصل التحويل آحادي الطور,Installation of 1-Φ MV off-load line isolator disconnector switch or by-pass disconnector,EA,127.0,عام
205010205,تركيب مفتاح فصل خط عادي على حمل,Installation of normal ( non smart ) 3-Φ MV  Gang-operated disconnector switch (load break switch (LBS )),EA,1042.0,عام
205010206,تركيب وحدة قياس ج.متوسط على عمودين بملحقاتها,Installation of MV metering Unit ( for MV Customer) on H-pole including all accessories,EA,897.0,الشبكات الهوائية
205010301,تركيب لوحة توزيع إضافية ج.منخفض هوائية <=800 امبير,Installation of additional L.V. overhead distribution panel up to and including 800 Amps including   disconnection and connection / reconnection required for power supply of LV panel,EA,504.0,أعمال المعدات
205010302,تركيب مانعات صواعق/منصهرات ج.متوسط ثلاثية الاطوار,Installation of 3-Φ MV lightning arresters / fuse cutout,ST,302.0,عام
205020101,استبدال محول ثلاثي الأطوار <=100 ك.ف.أ على عمود,"Replacement of 3-Φ OH transformer, one pole mounted type up to and including 100 kva",EA,1662.0,أعمال المعدات
205020102,استبدال محول ثلاثي الأطوار <=500 ك.ف.أ على عمودين,"Replacement of 3-Φ OH transformer, platform-mounted ( H-frame ) type, up to and including 500  kva",EA,2074.0,أعمال المعدات
205020103,استبدال محول على عمود<=100 بآخرعلى عمودين<=1000 ك.ف.أ,"Replacement of 3-Φ transformer,one pole mounted type up to and including 100 kva. With 3-Φ transformer, platform-mounted ( H-frame ) type, up to and including 1000 kva including installation / transferring /replacement of all related accessories required to installe 3-Φ transformer on two poles",EA,2011.0,أعمال المعدات
205020201,استبدال منظم جهد آحادي الطور,Replacement of 1-Φ voltage regulator,EA,993.0,الصيانة
205020202,استبدال معيد الوصل الأتوماتيكي/مفتاح فصل على حمل ذكي /مجزئ الخط ثلاثي الاطوار,"Replacement of  3-Φ autorecloser / Smart Gang-operated disconnector switch (load break switch (LBS )) ( including replacement of the control panel and VT/CT ) or replacement of sectionalizer and Integrate with control center, Implementation of the protection setting (including installation and connection of communication and control works ) and performing pre-commissioning tests",EA,1895.0,الصيانة
